event_type,code_system,raw_code,normalized_code,mimic_token,mapping_status,oov_cause,n_events,n_patients,sample_description
procedure,HCPCS,48417,48417,HCPCS_48417,oov,unknown_unmappable,18,18,HX HIP SURGERY
procedure,HCPCS,46324,46324,HCPCS_46324,oov,unknown_unmappable,18,18,HX SINUS SURGERY
drg,DRG,MS328,MS328,DRG_MS328,oov,unknown_unmappable,18,18,"STOMACH, ESOPHAGEAL & DUODENAL PROC W/O CC/MCC"
drg,DRG,MS228,MS228,DRG_MS228,oov,unknown_unmappable,18,15,OTHER CARDIOTHORACIC PROCEDURES W MCC
drg,DRG,MS566,MS566,DRG_MS566,oov,unknown_unmappable,18,12,OTHER MUSCULOSKELETAL SYS & CONNECTIVE TISSUE DIAGNOSES W/O CC/MCC
medication,RXNORM,1356586,1356586,RXN_1356586,oov,pediatric_absent,18,3,perampanel
diagnosis,ICD10,S90.851A,S90851A,ICD10_S90851A,oov,unknown_unmappable,18,6,"Superficial foreign body, right foot, initial encounter"
medication,RXNORM,997415,997415,RXN_997415,oov,pediatric_absent,18,1,fexofenadine/pseudoephedrine
diagnosis,ICD10,P07.20,P0720,ICD10_P0720,oov,unknown_unmappable,18,5,Extreme prematurity
diagnosis,ICD10,H02.59,H0259,ICD10_H0259,oov,unknown_unmappable,18,7,Excessive blinking
diagnosis,ICD9,779.3,7793,ICD9_7793,oov,code_version_mismatch,18,6,Disorder of stomach function and feeding problems in newborn
diagnosis,ICD10,S52.551D,S52551D,ICD10_S52551D,oov,unknown_unmappable,18,3,"Other extraarticular fracture of lower end of right radius, subsequent encounter for closed fracture with routine healing"
procedure,HCPCS,45922,45922,HCPCS_45922,oov,unknown_unmappable,18,18,HX BOTOX INJECTIONS
diagnosis,ICD10,Z71.82,Z7182,ICD10_Z7182,oov,unknown_unmappable,18,6,Exercise counseling
medication,RXNORM,543460,543460,RXN_543460,oov,pediatric_absent,18,15,ammonium lactate
medication,RXNORM,1648759,1648759,RXN_1648759,oov,pediatric_absent,18,7,nitrofurantoin macrocrystal
drg,DRG,OMAPR089,OMAPR089,DRG_OMAPR089,oov,unknown_unmappable,18,18,MAJOR CRANIAL/FACIAL BONE PROCEDURES
medication,RXNORM,896766,896766,RXN_896766,oov,pediatric_absent,18,3,labetalol HCl
drg,DRG,MS835,MS835,DRG_MS835,oov,unknown_unmappable,18,2,ACUTE LEUKEMIA W/O MAJOR O.R. PROCEDURE W CC
diagnosis,ICD10,H53.012,H53012,ICD10_H53012,oov,unknown_unmappable,18,3,"Deprivation amblyopia, left eye"
diagnosis,ICD10,M99.04,M9904,ICD10_M9904,oov,unknown_unmappable,17,3,Segmental and somatic dysfunction of sacral region
diagnosis,ICD10,M99.03,M9903,ICD10_M9903,oov,unknown_unmappable,17,3,Segmental and somatic dysfunction of lumbar region
medication,RXNORM,884532,884532,RXN_884532,oov,pediatric_absent,17,1,dextroamphetamine sulfate
medication,RXNORM,312745,312745,RXN_312745,oov,pediatric_absent,17,4,quetiapine fumarate
medication,RXNORM,313913,313913,RXN_313913,oov,pediatric_absent,17,1,lipase/protease/amylase
diagnosis,ICD10,H93.93,H9393,ICD10_H9393,oov,unknown_unmappable,17,17,"Unspecified disorder of ear, bilateral"
diagnosis,ICD10,M99.01,M9901,ICD10_M9901,oov,unknown_unmappable,17,3,Segmental and somatic dysfunction of cervical region
medication,RXNORM,1421151,1421151,RXN_1421151,oov,pediatric_absent,17,14,gadoterate meglumine
medication,RXNORM,864818,864818,RXN_864818,oov,pediatric_absent,17,2,oxybutynin chloride
medication,RXNORM,992441,992441,RXN_992441,oov,pediatric_absent,17,9,promethazine HCl
diagnosis,ICD10,M99.09,M9909,ICD10_M9909,oov,unknown_unmappable,17,3,Segmental and somatic dysfunction of abdomen and other regions
medication,RXNORM,310433,310433,RXN_310433,oov,pediatric_absent,17,7,gabapentin
diagnosis,ICD10,Z71.9,Z719,ICD10_Z719,oov,unknown_unmappable,17,8,Encounter for consultation
procedure,HCPCS,46438,46438,HCPCS_46438,oov,unknown_unmappable,17,17,HX EGD WITH BIOPSY
medication,RXNORM,309314,309314,RXN_309314,oov,pediatric_absent,17,4,citalopram hydrobromide
diagnosis,ICD10,H53.041,H53041,ICD10_H53041,oov,unknown_unmappable,17,2,Suspected amblyopia of right eye
medication,RXNORM,8928,8928,RXN_8928,oov,pediatric_absent,17,3,psyllium seed
diagnosis,ICD10,H93.299,H93299,ICD10_H93299,oov,unknown_unmappable,17,10,"Abnormal auditory perception, unspecified laterality"
medication,RXNORM,753438,753438,RXN_753438,oov,pediatric_absent,17,5,methylphenidate
procedure,HCPCS,1438,1438,HCPCS_1438,oov,unknown_unmappable,17,17,LIVER BIOPSY
diagnosis,ICD10,T68.XXXD,T68XXXD,ICD10_T68XXXD,oov,unknown_unmappable,17,6,"Hypothermia, subsequent encounter"
drg,DRG,MS003,MS003,DRG_MS003,oov,unknown_unmappable,17,17,"ECMO OR TRACH W MV >96 HRS OR PDX EXC FACE, MOUTH & NECK W MAJ O.R."
drg,DRG,OMAPR758,OMAPR758,DRG_OMAPR758,oov,unknown_unmappable,17,12,BEHAVIORAL DISORDERS
drg,DRG,OMAPR145,OMAPR145,DRG_OMAPR145,oov,unknown_unmappable,17,14,ACUTE BRONCHITIS & RELATED SYMPTOMS
diagnosis,ICD10,M99.00,M9900,ICD10_M9900,oov,unknown_unmappable,17,3,Segmental and somatic dysfunction of head region
diagnosis,ICD10,S32.615A,S32615A,ICD10_S32615A,oov,unknown_unmappable,17,1,"Closed nondisplaced avulsion fracture of left ischium, initial encounter"
medication,RXNORM,198193,198193,RXN_198193,oov,pediatric_absent,17,8,ranitidine HCl
medication,RXNORM,749848,749848,RXN_749848,oov,pediatric_absent,17,3,desogestrel-ethinyl estradiol
medication,RXNORM,1867992,1867992,RXN_1867992,oov,pediatric_absent,17,13,lidocaine HCl/epinephrine/PF
diagnosis,ICD10,T17.320D,T17320D,ICD10_T17320D,oov,unknown_unmappable,17,2,"Food in larynx causing asphyxiation, subsequent encounter"
diagnosis,ICD10,S83.412D,S83412D,ICD10_S83412D,oov,unknown_unmappable,17,2,"Sprain of medial collateral ligament of left knee, subsequent encounter"
drg,DRG,MS327,MS327,DRG_MS327,oov,unknown_unmappable,17,14,"STOMACH, ESOPHAGEAL & DUODENAL PROC W CC"
drg,DRG,MS326,MS326,DRG_MS326,oov,unknown_unmappable,17,15,"STOMACH, ESOPHAGEAL & DUODENAL PROC W MCC"
procedure,HCPCS,45952,45952,HCPCS_45952,oov,unknown_unmappable,17,17,HX G-TUBE REMOVAL
medication,RXNORM,904447,904447,RXN_904447,oov,pediatric_absent,17,4,alendronate sodium
diagnosis,ICD10,Z13.79,Z1379,ICD10_Z1379,oov,unknown_unmappable,17,13,Encounter for other screening for genetic and chromosomal anomalies
medication,RXNORM,91349,91349,RXN_91349,oov,pediatric_absent,17,2,hydrogen peroxide
drg,DRG,MS948,MS948,DRG_MS948,oov,unknown_unmappable,17,17,SIGNS & SYMPTOMS W/O MCC
diagnosis,ICD10,S06.0X1D,S060X1D,ICD10_S060X1D,oov,unknown_unmappable,16,6,"Concussion with loss of consciousness of 30 minutes or less, subsequent encounter"
medication,RXNORM,866406,866406,RXN_866406,oov,pediatric_absent,16,5,cholecalciferol (vitamin D3)
medication,RXNORM,665078,665078,RXN_665078,oov,pediatric_absent,16,9,loratadine
medication,RXNORM,153098,153098,RXN_153098,oov,pediatric_absent,16,6,deflazacort
medication,RXNORM,245723,245723,RXN_245723,oov,pediatric_absent,16,6,tretinoin
medication,RXNORM,833234,833234,RXN_833234,oov,pediatric_absent,16,1,mesalamine
medication,RXNORM,1552002,1552002,RXN_1552002,oov,pediatric_absent,16,2,tiotropium bromide
medication,RXNORM,724863,724863,RXN_724863,oov,pediatric_absent,16,3,armodafinil
medication,RXNORM,686379,686379,RXN_686379,oov,pediatric_absent,16,2,celecoxib
medication,RXNORM,349420,349420,RXN_349420,oov,pediatric_absent,16,1,desloratadine
diagnosis,ICD10,P38.9,P389,ICD10_P389,oov,unknown_unmappable,16,6,Omphalitis without hemorrhage
diagnosis,ICD10,S52.209A,S52209A,ICD10_S52209A,oov,unknown_unmappable,16,4,"Forearm fractures, both bones, closed"
diagnosis,ICD10,P04.49,P0449,ICD10_P0449,oov,unknown_unmappable,16,15,Newborn affected by maternal use of other drugs of addiction
diagnosis,ICD9,384.9,3849,PHE_384,oov,pediatric_absent,16,8,Unspecified disorder of tympanic membrane
medication,RXNORM,197944,197944,RXN_197944,oov,pediatric_absent,16,2,methocarbamol
medication,RXNORM,1726676,1726676,RXN_1726676,oov,pediatric_absent,16,1,bleomycin sulfate
medication,RXNORM,346494,346494,RXN_346494,oov,pediatric_absent,16,5,somatropin
medication,RXNORM,903887,903887,RXN_903887,oov,pediatric_absent,16,2,fluvoxamine maleate
diagnosis,ICD10,S02.0XXS,S020XXS,ICD10_S020XXS,oov,unknown_unmappable,16,2,"Closed fracture of parietal bone, sequela"
medication,RXNORM,1442442,1442442,RXN_1442442,oov,pediatric_absent,16,9,calcium carbonate/vitamin D3
medication,RXNORM,198640,198640,RXN_198640,oov,pediatric_absent,16,3,folic acid
procedure,HCPCS,45977,45977,HCPCS_45977,oov,unknown_unmappable,16,16,HX SPINAL FUSION
procedure,HCPCS,53964,53964,HCPCS_53964,oov,unknown_unmappable,16,16,IMPEDANCE WITH POLYSOMNOGRAPHY (PSG)
medication,RXNORM,1364435,1364435,RXN_1364435,oov,pediatric_absent,16,1,apixaban
medication,RXNORM,309844,309844,RXN_309844,oov,pediatric_absent,16,12,diazepam
diagnosis,ICD9,771.82,77182,PHE_657,oov,pediatric_absent,16,15,Urinary tract infection of newborn
diagnosis,ICD10,M99.08,M9908,ICD10_M9908,oov,unknown_unmappable,16,2,Somatic dysfunction of rib region
diagnosis,ICD10,M99.02,M9902,ICD10_M9902,oov,unknown_unmappable,16,2,Somatic dysfunction of thoracic region
procedure,HCPCS,45632,45632,HCPCS_45632,oov,unknown_unmappable,16,16,HX NASAL CAUTERY
procedure,HCPCS,45970,45970,HCPCS_45970,oov,unknown_unmappable,16,16,"HX PDA CLOSURE, SURGICAL"
drg,DRG,OMAPR722,OMAPR722,DRG_OMAPR722,oov,unknown_unmappable,16,15,FEVER & INFLAMMATORY CONDITIONS
drg,DRG,MS792,MS792,DRG_MS792,oov,unknown_unmappable,16,16,PREMATURITY W/O MAJOR PROBLEMS
drg,DRG,MS886,MS886,DRG_MS886,oov,unknown_unmappable,16,8,BEHAVIORAL & DEVELOPMENTAL DISORDERS
medication,RXNORM,1304128,1304128,RXN_1304128,oov,pediatric_absent,16,13,flu vaccine 2012-13(36mos+)/PF
diagnosis,ICD10,S52.90XA,S5290XA,ICD10_S5290XA,oov,unknown_unmappable,16,4,"Forearm fractures, both bones, closed"
diagnosis,ICD10,S62.512D,S62512D,ICD10_S62512D,oov,unknown_unmappable,16,6,"Displaced fracture of proximal phalanx of left thumb, subsequent encounter for fracture with routine healing"
medication,RXNORM,1358763,1358763,RXN_1358763,oov,pediatric_absent,16,2,norethindrone-e.estradiol-iron
diagnosis,ICD10,Z91.038,Z91038,ICD10_Z91038,oov,unknown_unmappable,16,11,Allergy to ant bite
diagnosis,ICD10,Q66.81,Q6681,ICD10_Q6681,oov,unknown_unmappable,16,2,Right rocker bottom foot
diagnosis,ICD10,Q53.02,Q5302,ICD10_Q5302,oov,unknown_unmappable,16,6,Ectopic testis of both sides
diagnosis,ICD10,S76.319A,S76319A,ICD10_S76319A,oov,unknown_unmappable,16,3,"Hamstring muscle strain, unspecified laterality, initial encounter"
diagnosis,ICD10,T74.4XXS,T744XXS,ICD10_T744XXS,oov,unknown_unmappable,16,4,"Shaken baby syndrome, sequela"
medication,RXNORM,311028,311028,RXN_311028,oov,pediatric_absent,16,1,insulin NPH human isophane
drg,DRG,OMAPR588,OMAPR588,DRG_OMAPR588,oov,unknown_unmappable,16,16,NEONATE BWT <1500G W MAJOR PROCEDURE
drg,DRG,OMAPR220,OMAPR220,DRG_OMAPR220,oov,unknown_unmappable,16,13,"MAJOR STOMACH, ESOPHAGEAL & DUODENAL PROCEDURES"
drg,DRG,MS516,MS516,DRG_MS516,oov,unknown_unmappable,16,11,OTHER MUSCULOSKELET SYS & CONN TISS O.R. PROC W CC
medication,RXNORM,830261,830261,RXN_830261,oov,pediatric_absent,16,5,hepatitis B virus vaccine/PF
medication,RXNORM,855168,855168,RXN_855168,oov,pediatric_absent,16,4,levocetirizine dihydrochloride
medication,RXNORM,856364,856364,RXN_856364,oov,pediatric_absent,16,4,trazodone HCl
diagnosis,ICD10,P00.0,P000,ICD10_P000,oov,unknown_unmappable,15,14,Newborn affected by maternal hypertensive disorders
diagnosis,ICD10,Z48.290,Z48290,ICD10_Z48290,oov,unknown_unmappable,15,2,Encounter for aftercare following bone marrow transplant
diagnosis,ICD10,H04.533,H04533,ICD10_H04533,oov,unknown_unmappable,15,6,"Nasolacrimal duct obstruction, neonatal, bilateral"
medication,RXNORM,310434,310434,RXN_310434,oov,pediatric_absent,15,4,gabapentin
diagnosis,ICD10,P78.89,P7889,ICD10_P7889,oov,unknown_unmappable,15,6,Infrequent neonatal stooling
diagnosis,ICD10,H53.031,H53031,ICD10_H53031,oov,unknown_unmappable,15,3,"Strabismic amblyopia, right eye"
diagnosis,ICD9,768.73,76873,ICD9_76873,oov,code_version_mismatch,15,5,"Hie (hypoxic-ischemic encephalopathy), severe"
diagnosis,ICD10,S83.412S,S83412S,ICD10_S83412S,oov,unknown_unmappable,15,1,"Sprain of medial collateral ligament of left knee, sequela"
medication,RXNORM,1727443,1727443,RXN_1727443,oov,pediatric_absent,15,2,methylphenidate HCl
medication,RXNORM,756336,756336,RXN_756336,oov,pediatric_absent,15,9,iron polysaccharide complex
diagnosis,ICD10,S82.392D,S82392D,ICD10_S82392D,oov,unknown_unmappable,15,3,"Other fracture of lower end of left tibia, subsequent encounter for closed fracture with routine healing"
procedure,HCPCS,47742,47742,HCPCS_47742,oov,unknown_unmappable,15,15,HX TURBINATE RESECTION
diagnosis,ICD10,S52.301D,S52301D,ICD10_S52301D,oov,unknown_unmappable,15,3,"Unspecified fracture of shaft of right radius, subsequent encounter for closed fracture with routine healing"
diagnosis,ICD10,P04.41,P0441,ICD10_P0441,oov,unknown_unmappable,15,5,Newborn affected by maternal use of cocaine
diagnosis,ICD10,S16.1XXD,S161XXD,ICD10_S161XXD,oov,unknown_unmappable,15,3,"Strain, cervical, subsequent encounter"
medication,RXNORM,308071,308071,RXN_308071,oov,pediatric_absent,15,11,aluminum chloride
medication,RXNORM,1605066,1605066,RXN_1605066,oov,pediatric_absent,15,3,filgrastim-sndz
medication,RXNORM,314092,314092,RXN_314092,oov,pediatric_absent,15,2,mesalamine
medication,RXNORM,688240,688240,RXN_688240,oov,pediatric_absent,15,7,"estrogens, conjugated"
drg,DRG,OMAPR693,OMAPR693,DRG_OMAPR693,oov,unknown_unmappable,15,3,CHEMOTHERAPY
drg,DRG,OMAPR695,OMAPR695,DRG_OMAPR695,oov,unknown_unmappable,15,1,CHEMOTHERAPY FOR ACUTE LEUKEMIA
drg,DRG,OMAPR660,OMAPR660,DRG_OMAPR660,oov,unknown_unmappable,15,7,MAJOR HEMATOLOGIC/IMMUNOLOGIC DIAG EXC SICKLE CELL CRISIS & COAGUL
drg,DRG,MS809,MS809,DRG_MS809,oov,unknown_unmappable,15,6,MAJOR HEMATOL/IMMUN DIAG EXC SICKLE CELL CRISIS & COAGUL W CC
diagnosis,ICD10,H50.16,H5016,ICD10_H5016,oov,unknown_unmappable,15,3,Alternating exotropia with A pattern
diagnosis,ICD10,H66.013,H66013,ICD10_H66013,oov,unknown_unmappable,15,8,"Acute suppurative otitis media of both ears with spontaneous rupture of tympanic membranes, recurrence not specified"
medication,RXNORM,904405,904405,RXN_904405,oov,pediatric_absent,15,4,alendronate sodium
diagnosis,ICD10,S82.244A,S82244A,ICD10_S82244A,oov,unknown_unmappable,15,4,"Closed nondisplaced spiral fracture of shaft of right tibia, initial encounter"
diagnosis,ICD10,G40.823,G40823,ICD10_G40823,oov,unknown_unmappable,15,2,Intractable epileptic spasms with status epilepticus
drg,DRG,OMAPR207,OMAPR207,DRG_OMAPR207,oov,unknown_unmappable,15,12,OTHER CIRCULATORY SYSTEM DIAGNOSES
medication,RXNORM,312880,312880,RXN_312880,oov,pediatric_absent,15,14,salicylic acid
medication,RXNORM,830460,830460,RXN_830460,oov,pediatric_absent,15,3,rabies vaccine (PCEC)/PF
medication,RXNORM,1870225,1870225,RXN_1870225,oov,pediatric_absent,15,10,epinephrine
medication,RXNORM,664981,664981,RXN_664981,oov,pediatric_absent,15,13,vitamins A and D
medication,RXNORM,197575,197575,RXN_197575,oov,pediatric_absent,15,5,desoximetasone
drg,DRG,OMAPR320,OMAPR320,DRG_OMAPR320,oov,unknown_unmappable,15,10,OTHER MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE PROCEDURES
medication,RXNORM,903884,903884,RXN_903884,oov,pediatric_absent,15,2,fluvoxamine maleate
medication,RXNORM,1797920,1797920,RXN_1797920,oov,pediatric_absent,14,3,beclomethasone dipropionate
diagnosis,ICD10,H65.112,H65112,ICD10_H65112,oov,unknown_unmappable,14,7,Acute mucoid otitis media of left ear
medication,RXNORM,884535,884535,RXN_884535,oov,pediatric_absent,14,1,dextroamphetamine sulfate
diagnosis,ICD10,M23.301,M23301,ICD10_M23301,oov,unknown_unmappable,14,3,"Other meniscus derangements, unspecified lateral meniscus, left knee"
diagnosis,ICD10,W21.05XA,W2105XA,ICD10_W2105XA,oov,unknown_unmappable,14,11,"Struck by basketball, initial encounter"
diagnosis,ICD10,T81.9XXA,T819XXA,ICD10_T819XXA,oov,unknown_unmappable,14,7,"Complication of circumcision, initial encounter"
medication,RXNORM,892251,892251,RXN_892251,oov,pediatric_absent,14,5,levothyroxine sodium
medication,RXNORM,895987,895987,RXN_895987,oov,pediatric_absent,14,11,fluticasone propionate
diagnosis,ICD10,S82.242D,S82242D,ICD10_S82242D,oov,unknown_unmappable,14,1,"Displaced spiral fracture of shaft of left tibia, subsequent encounter for closed fracture with routine healing"
diagnosis,ICD10,S86.312D,S86312D,ICD10_S86312D,oov,unknown_unmappable,14,1,"Strain of muscle(s) and tendon(s) of peroneal muscle group at lower leg level, left leg, subsequent encounter"
medication,RXNORM,311254,311254,RXN_311254,oov,pediatric_absent,14,7,ammonium lactate
diagnosis,ICD10,T85.01XD,T8501XD,ICD10_T8501XD,oov,unknown_unmappable,14,3,"Breakdown (mechanical) of ventricular intracranial (communicating) shunt, subsequent encounter"
procedure,HCPCS,48416,48416,HCPCS_48416,oov,unknown_unmappable,14,14,HX KNEE SURGERY
medication,RXNORM,309593,309593,RXN_309593,oov,pediatric_absent,14,4,cyanocobalamin (vitamin B-12)
procedure,HCPCS,47831,47831,HCPCS_47831,oov,unknown_unmappable,14,14,HX LAPAROSCOPIC APPENDECTOMY
procedure,HCPCS,68721,68721,HCPCS_68721,oov,unknown_unmappable,14,14,NASAL ENDOSCOPY
medication,RXNORM,1869684,1869684,RXN_1869684,oov,pediatric_absent,14,2,glutamine
medication,RXNORM,1374569,1374569,RXN_1374569,oov,pediatric_absent,14,5,tobramycin
diagnosis,ICD10,S09.93XD,S0993XD,ICD10_S0993XD,oov,unknown_unmappable,14,5,"Facial trauma, subsequent encounter"
diagnosis,ICD10,Y93.43,Y9343,ICD10_Y9343,oov,unknown_unmappable,14,9,"Activity, gymnastics"
diagnosis,ICD10,M99.07,M9907,ICD10_M9907,oov,unknown_unmappable,14,2,Somatic dysfunction of upper extremity
diagnosis,ICD10,M99.06,M9906,ICD10_M9906,oov,unknown_unmappable,14,2,Somatic dysfunction of lower extremity
diagnosis,ICD10,H65.05,H6505,ICD10_H6505,oov,unknown_unmappable,14,7,Recurrent acute serous otitis media of left ear
procedure,HCPCS,48146,48146,HCPCS_48146,oov,unknown_unmappable,14,14,HX TEAR DUCT SURGERY
drg,DRG,MS921,MS921,DRG_MS921,oov,unknown_unmappable,14,14,COMPLICATIONS OF TREATMENT W/O CC/MCC
drg,DRG,OMAPR634,OMAPR634,DRG_OMAPR634,oov,unknown_unmappable,14,14,"NEONATE, BIRTHWT >2499G W RESP DIST SYND/OTH MAJ RESP COND"
drg,DRG,OMAPR639,OMAPR639,DRG_OMAPR639,oov,unknown_unmappable,14,14,NEONATE BIRTHWT >2499G W OTHER SIGNIFICANT CONDITION
drg,DRG,MS811,MS811,DRG_MS811,oov,unknown_unmappable,14,12,RED BLOOD CELL DISORDERS W MCC
drg,DRG,OMAPR140,OMAPR140,DRG_OMAPR140,oov,unknown_unmappable,14,3,CHRONIC OBSTRUCTIVE PULMONARY DISEASE
drg,DRG,OMAPR420,OMAPR420,DRG_OMAPR420,oov,unknown_unmappable,14,7,DIABETES
medication,RXNORM,347980,347980,RXN_347980,oov,pediatric_absent,14,1,lipase/protease/amylase
medication,RXNORM,244374,244374,RXN_244374,oov,pediatric_absent,14,8,erythromycin/benzoyl peroxide
diagnosis,ICD10,H50.612,H50612,ICD10_H50612,oov,unknown_unmappable,14,3,"Brown syndrome, left eye"
diagnosis,ICD10,Q25.8,Q258,ICD10_Q258,oov,unknown_unmappable,14,7,Other congenital malformations of other great arteries
medication,RXNORM,1085736,1085736,RXN_1085736,oov,pediatric_absent,14,3,triamcinolone acetonide
diagnosis,ICD10,S52.135D,S52135D,ICD10_S52135D,oov,unknown_unmappable,14,1,"Closed nondisplaced fracture of neck of left radius with routine healing, subsequent encounter"
drg,DRG,OMAPR114,OMAPR114,DRG_OMAPR114,oov,unknown_unmappable,14,14,DENTAL DISEASES & DISORDERS
drg,DRG,MS004,MS004,DRG_MS004,oov,unknown_unmappable,14,14,"TRACH W MV >96 HRS OR PDX EXC FACE, MOUTH & NECK W/O MAJ O.R."
drg,DRG,OMAPR052,OMAPR052,DRG_OMAPR052,oov,unknown_unmappable,14,14,ALTERATION IN CONSCIOUSNESS
drg,DRG,MS813,MS813,DRG_MS813,oov,unknown_unmappable,14,9,COAGULATION DISORDERS
diagnosis,ICD10,S42.452D,S42452D,ICD10_S42452D,oov,unknown_unmappable,14,2,"Displaced fracture of lateral condyle of left humerus, subsequent encounter for fracture with routine healing"
drg,DRG,OMAPR023,OMAPR023,DRG_OMAPR023,oov,unknown_unmappable,14,12,SPINAL PROCEDURES
procedure,HCPCS,60559,60559,HCPCS_60559,oov,unknown_unmappable,14,14,HX CIRCUMCISION REVISION
medication,RXNORM,199106,199106,RXN_199106,oov,pediatric_absent,14,8,pyrantel pamoate
medication,RXNORM,966225,966225,RXN_966225,oov,pediatric_absent,14,8,levothyroxine sodium
medication,RXNORM,692578,692578,RXN_692578,oov,pediatric_absent,14,2,esomeprazole magnesium
diagnosis,ICD10,S06.9X4S,S069X4S,ICD10_S069X4S,oov,unknown_unmappable,14,1,"Traumatic brain injury, with loss of consciousness of 6 hours to 24 hours, sequela"
medication,RXNORM,801109,801109,RXN_801109,oov,pediatric_absent,14,2,electrolyte-A solution
drg,DRG,MS836,MS836,DRG_MS836,oov,unknown_unmappable,14,5,ACUTE LEUKEMIA W/O MAJOR O.R. PROCEDURE W/O CC/MCC
diagnosis,ICD10,S73.192D,S73192D,ICD10_S73192D,oov,unknown_unmappable,14,1,"Tear of left acetabular labrum, subsequent encounter"
drg,DRG,OMAPR248,OMAPR248,DRG_OMAPR248,oov,unknown_unmappable,14,9,MAJOR GASTROINTESTINAL & PERITONEAL INFECTIONS
medication,RXNORM,315090,315090,RXN_315090,oov,pediatric_absent,14,2,erythromycin base
diagnosis,ICD10,T74.22XD,T7422XD,ICD10_T7422XD,oov,unknown_unmappable,13,5,"Child sexual abuse, subsequent encounter"
